style_id,upc_num,priority,case,availability,qty_on_hand,qty_on_order,qty_total,qty_sales_order,qty_sold_last_6m,qty_avg/mo,months_of_supply,wholesale_price_x,cte_cost,qty_cte_cost,status,2015,2016,2017,2018,2019,2020,2021,2022-01,2022-02,2022-03,2022-04,qt_sales_order,total_sales_2022,qt_on_hand,monthly_avg_2022,wholesale_price_y,color,country_of_origin,warranty,band_color,band_material,case_material,clasp_type,dial_color,movement_type,water_resistant,max_cart_qty,case_size,gender,retail_price,collection
ME3172,796483477858,B,44MM,Available,36.0,0,36.0,0.0,17,2.8333333333333335,12.705882352941176,130.0,91.0,0.0,2019H4,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0,3.0,1.0,2.0,1.0,6.0,36.0,1.5,182.0,Black,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,Fold-Over,Black,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,260.0,Townsman auto
ME3175,796483480537,C,35MM,Available,6.0,10,16.0,0.0,14,2.3333333333333335,6.857142857142857,110.0,77.0,0.0,2020H1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,2.0,1.0,1.0,6.0,6.0,1.5,154.0,Rose gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Mesh,Stainless Steel,Buckle,Rose Gold,Automatic,50m - 160ft - 5atm,100.0,35.0,Ladies,220.0,Carlie
ME3181,796483480841,C,48MM,Available,23.0,20,43.0,0.0,6,1.0,43.0,125.0,87.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,3.0,1.0,0.0,0.0,4.0,23.0,1.0,175.0,Brown,China - CN,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Silver,Automatic,50m - 160ft - 5atm,10000.0,48.0,Mens,250.0,Townsman
ME3183,796483497702,C,44MM,Delivery within 6 weeks,3.0,10,13.0,0.0,4,0.6666666666666666,19.5,130.0,91.0,0.0,2020H2,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.5,182.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Deployment,Black,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,260.0,Neutra automatic
ME3184,796483497696,C,44MM,Available,0.0,10,10.0,0.0,11,1.8333333333333333,5.454545454545455,120.0,84.0,0.0,2020H2,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,2.75,168.0,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Silver,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,240.0,Neutra automatic
ME3185,796483497689,A,44MM,Available,24.0,0,24.0,0.0,3,0.5,48.0,130.0,91.0,0.0,2020H2,0.0,0.0,0.0,0.0,0.0,15.0,15.0,1.0,0.0,0.0,1.0,1.0,2.0,24.0,0.5,182.0,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Silver,Automatic,50m - 160ft - 5atm,10000.0,44.0,Mens,260.0,Neutra automatic
ME3188,796483511064,C,28MM,Delivery within 6 weeks,5.0,0,5.0,5.0,11,1.8333333333333333,5.454545454545455,100.0,70.0,350.0,2020H3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,1.0,2.0,1.0,6.0,5.0,1.5,140.0,Mother of pearl,China - CN,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Automatic,50m - 160ft - 5atm,10000.0,28.0,Ladies,200.0,Carlie mini me
ME3189,796483511071,C,28MM,Out of stock,10.0,0,10.0,0.0,11,1.8333333333333333,5.454545454545455,100.0,70.0,0.0,2020H3,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,1.0,0.0,1.0,5.0,10.0,1.25,140.0,Mother of pearl,China - CN,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Automatic,50m - 160ft - 5atm,10000.0,28.0,Ladies,200.0,Carlie mini me
ME3190,796483513259,C,42MM,Limited availability,19.0,10,29.0,0.0,22,3.6666666666666665,7.909090909090909,115.0,80.5,0.0,2020H3,0.0,0.0,0.0,0.0,0.0,4.0,48.0,3.0,3.0,2.0,4.0,1.0,12.0,19.0,3.0,161.0,Blue,China - CN,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Blue,Automatic,100m - 330ft - 10atm,10000.0,42.0,Mens,230.0,Fb - 01 automatic
ME3195,796483530492,C,44MM,Available,38.0,0,38.0,0.0,20,3.3333333333333335,11.4,120.0,84.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,6.0,2.0,0.0,14.0,38.0,3.5,168.0,Rose gold,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Automatic,50m - 160ft - 5atm,100.0,44.0,Mens,240.0,Neutra automatic
ME3196,796483530508,C,44MM,Available,22.0,20,42.0,0.0,21,3.5,12.0,130.0,91.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,3.0,1.0,1.0,5.0,22.0,1.25,182.0,Two-tone,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,White,Automatic,50m - 160ft - 5atm,100.0,44.0,Mens,260.0,Neutra automatic
ME3197,796483530546,C,44MM,Available,26.0,0,26.0,0.0,14,2.3333333333333335,11.142857142857142,135.0,94.5,0.0,2021H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,1.0,13.0,26.0,3.25,189.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Clasp,Black,Automatic,50m - 160ft - 5atm,100.0,44.0,Mens,270.0,Townsman
ME3200,796483534438,C,44MM,Available,17.0,0,17.0,0.0,16,2.6666666666666665,6.375,125.0,87.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,4.0,0.0,1.0,9.0,17.0,2.25,175.0,Silver,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Blue,Automatic,50m - 160ft - 5atm,100.0,44.0,Mens,250.0,Townsman
ME3201,796483534445,C,42MM,Delivery within 6 weeks,12.0,0,12.0,0.0,20,3.3333333333333335,3.5999999999999996,115.0,80.5,0.0,2021H2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,3.0,3.0,1.0,2.0,9.0,12.0,2.25,161.0,Gunmetal,Japan - JP,2 - Year International Limited Warranty,Gunmetal,Stainless Steel,Stainless Steel,Fold-Over,Black,Automatic,100m - 330ft - 10atm,100.0,42.0,Mens,230.0,Fb-01 automatic
ME3202,796483536593,C,42MM,Delivery within 6 weeks,0.0,10,10.0,0.0,0,0.0,0.0,120.0,84.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,Blue,China - CN,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,240.0,Inscription
ME3203,796483536609,C,42MM,Delivery within 6 weeks,0.0,10,10.0,0.0,0,0.0,0.0,130.0,91.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,Black,China - CN,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Deployment,Black,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,260.0,Inscription
ME3204,796483539310,C,42MM,Delivery within 6 weeks,0.0,15,15.0,0.0,0,0.0,0.0,130.0,91.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,Black,China - CN,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Deployment,Black,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,260.0,Inscription
ME3205,796483539327,C,42MM,Delivery within 6 weeks,0.0,15,15.0,0.0,0,0.0,0.0,120.0,84.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,Black,China - CN,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,240.0,Inscription
ME3206,796483555068,C,42MM,Available,31.0,0,31.0,0.0,9,1.5,20.666666666666668,130.0,91.0,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,8.0,31.0,2.0,182.0,Smoke,China - CN,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,Deployment,Grey,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,260.0,Everett
ME3207,796483555075,C,42MM,Available,27.0,0,27.0,0.0,13,2.1666666666666665,12.461538461538462,120.0,84.0,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,13.0,27.0,3.25,168.0,Black,China - CN,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,240.0,Everett
ME3208,796483555082,C,42MM,Available,41.0,0,41.0,0.0,9,1.5,27.333333333333332,120.0,84.0,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,8.0,41.0,2.0,168.0,Gold,China - CN,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,240.0,Everett
ME3210,796483555099,C,44MM,Available,20.0,0,20.0,0.0,10,1.6666666666666667,12.0,125.0,87.5,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,10.0,20.0,2.5,175.0,Gold,China - CN,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Automatic,50m - 160ft - 5atm,100.0,44.0,Mens,250.0,Townsman
ME3211,796483555549,C,34MM,Available,19.0,0,19.0,0.0,1,0.16666666666666666,114.0,105.0,73.5,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,0.25,147.0,Rose gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Deployment,Brown,Automatic,50m - 160ft - 5atm,100.0,34.0,Ladies,210.0,Stella
ME3214,796483561380,2022H1,34MM,Available,17.0,0,17.0,0.0,3,0.5,34.0,105.0,73.5,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,17.0,0.5,147.0,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Deployment,Silver,Automatic,50m - 160ft - 5atm,100.0,34.0,Ladies,210.0,Stella
ME3220,796483570795,2022H2,42MM,Delivery within 6 weeks,0.0,30,30.0,0.0,0,0.0,0.0,130.0,91.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,Blue,China - CN,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Blue,Automatic,50m - 160ft - 5atm,100.0,42.0,Mens,260.0,Everett
