style_id,upc_num,priority,case,availability,qty_on_hand,qty_on_order,qty_total,qty_sales_order,qty_sold_last_6m,qty_avg/mo,months_of_supply,wholesale_price_x,cte_cost,qty_cte_cost,status,2015,2016,2017,2018,2019,2020,2021,2022-01,2022-02,2022-03,2022-04,qt_sales_order,total_sales_2022,qt_on_hand,monthly_avg_2022,wholesale_price_y,color,country_of_origin,warranty,band_color,band_material,case_material,clasp_type,dial_color,movement_type,water_resistant,max_cart_qty,case_size,gender,retail_price,collection
ES5091,796483534902,C,36MM,Available,17.0,0,17.0,0.0,28,4.666666666666667,3.642857142857143,75.0,52.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,1.0,0.0,0.0,3.0,17.0,0.75,105.0,Rose gold,Japan - JP,2 - Year International Limited Warranty,Grey,Leather,Stainless Steel,Buckle,Multicolor,Mechanical,30m - 100ft - 3atm,100.0,36.0,Ladies,150.0,Jacqueline
ES5092,796483534926,C,36MM,Available,22.0,0,22.0,0.0,15,2.5,8.8,75.0,52.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,105.0,Rose gold,Japan - JP,2 - Year International Limited Warranty,Pink,Leather,Stainless Steel,Buckle,Multicolor,Mechanical,30m - 100ft - 3atm,100.0,36.0,Ladies,150.0,Jacqueline
ES5093,796483534919,C,36MM,Available,43.0,0,43.0,0.0,14,2.3333333333333335,18.428571428571427,75.0,52.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0,2.0,43.0,0.5,105.0,Gold,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Multicolor,Mechanical,30m - 100ft - 3atm,100.0,36.0,Ladies,150.0,Jacqueline
ES5095,796483534841,C,38MM,Available,11.0,0,11.0,0.0,3,0.5,22.0,75.0,52.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,11.0,0.5,105.0,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Silver,Quartz,50m - 160ft - 5atm,100.0,38.0,Ladies,150.0,Jacqueline multifunction
ES5096,796483534858,C,38MM,Available,10.0,0,10.0,0.0,9,1.5,6.666666666666667,75.0,52.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,2.0,0.0,7.0,10.0,1.75,105.0,Rose gold,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,Buckle,Silver,Quartz,50m - 160ft - 5atm,100.0,38.0,Ladies,150.0,Jacqueline multifunction
ES5097,796483534865,C,38MM,Available,7.0,0,7.0,0.0,13,2.1666666666666665,3.230769230769231,75.0,52.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,3.0,7.0,0.75,105.0,Rose gold,Japan - JP,2 - Year International Limited Warranty,Grey,Leather,Stainless Steel,Buckle,Grey,Quartz,50m - 160ft - 5atm,100.0,38.0,Ladies,150.0,Jacqueline multifunction
ES5098,796483534957,A,38MM,Available,32.0,0,32.0,0.0,43,7.166666666666667,4.465116279069767,85.0,59.49999999999999,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,34.0,8.0,8.0,3.0,4.0,1.0,23.0,32.0,5.75,118.99999999999999,Rose gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Mesh,Stainless Steel,Tang,Rose Gold,Quartz,50m - 160ft - 5atm,100.0,38.0,Ladies,170.0,Jacqueline multifunction
ES5099,796483534940,C,38MM,Available,36.0,0,36.0,0.0,58,9.666666666666666,3.724137931034483,85.0,59.49999999999999,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,39.0,13.0,8.0,9.0,4.0,1.0,34.0,36.0,8.5,118.99999999999999,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Mesh,Stainless Steel,Tang,Silver,Quartz,50m - 160ft - 5atm,100.0,38.0,Ladies,170.0,Jacqueline multifunction
ES5106,796483548237,C,37MM,Available,24.0,0,24.0,30.0,86,14.333333333333334,3.7674418604651163,85.0,59.49999999999999,1784.9999999999998,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,32.0,17.0,10.0,8.0,18.0,3.0,53.0,24.0,13.25,118.99999999999999,Rose gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Rose Gold,Quartz,50m - 160ft - 5atm,100.0,37.0,Ladies,170.0,Stella sport
ES5107,796483547308,C,37MM,Available,24.0,0,24.0,30.0,76,12.666666666666666,4.2631578947368425,85.0,59.49999999999999,1784.9999999999998,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.0,4.0,16.0,21.0,0.0,52.0,24.0,13.0,118.99999999999999,Multicolor,Japan - JP,2 - Year International Limited Warranty,Multicolor,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,100.0,37.0,Ladies,170.0,Stella sport
ES5108,796483548213,C,37MM,Available,29.0,0,29.0,20.0,86,14.333333333333334,3.4186046511627906,85.0,59.49999999999999,1189.9999999999998,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,39.0,11.0,12.0,10.0,17.0,0.0,50.0,29.0,12.5,118.99999999999999,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,100.0,37.0,Ladies,170.0,Stella sport
ES5109,796483548220,C,37MM,Available,24.0,0,24.0,15.0,72,12.0,3.25,85.0,59.49999999999999,892.4999999999999,2021H3,0.0,0.0,0.0,0.0,0.0,0.0,34.0,9.0,8.0,9.0,14.0,0.0,40.0,24.0,10.0,118.99999999999999,Rose gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Brown,Quartz,50m - 160ft - 5atm,100.0,37.0,Ladies,170.0,Stella sport
ES5130,796483557482,C,37MM,Available,46.0,0,46.0,0.0,49,8.166666666666666,5.63265306122449,85.0,59.49999999999999,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,8.0,16.0,4.0,0.0,44.0,46.0,11.0,118.99999999999999,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,100.0,37.0,Ladies,170.0,Stella
ES5131,796483557499,C,37MM,Available,30.0,0,30.0,0.0,30,5.0,6.0,85.0,59.49999999999999,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,6.0,5.0,4.0,0.0,25.0,30.0,6.25,118.99999999999999,Rose gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,100.0,37.0,Ladies,170.0,Stella
ES5136,796483557536,C,30MM,Available,41.0,0,41.0,0.0,39,6.5,6.3076923076923075,75.0,52.5,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,19.0,0.0,0.0,39.0,41.0,9.75,105.0,Rose gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,100.0,30.0,Ladies,150.0,Stella
ES5137,796483557529,C,30MM,Available,48.0,0,48.0,0.0,32,5.333333333333333,9.0,75.0,52.5,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,7.0,6.0,0.0,0.0,22.0,48.0,5.5,105.0,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,100.0,30.0,Ladies,150.0,Stella
ES5138,796483557512,C,30MM,Available,39.0,0,39.0,0.0,41,6.833333333333333,5.707317073170732,75.0,52.5,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,6.0,7.0,3.0,1.0,36.0,39.0,9.0,105.0,Silver,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Mother Of Pearl,Quartz,50m - 160ft - 5atm,100.0,30.0,Ladies,150.0,Stella
ES5150,796483557420,C,28MM,Available,19.0,0,19.0,0.0,21,3.5,5.428571428571429,75.0,52.5,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,11.0,0.0,0.0,14.0,19.0,3.5,105.0,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Rose Gold,Quartz,50m - 160ft - 5atm,100.0,28.0,Ladies,150.0,Scarlette micro
ES5151,796483561359,2022H1,37MM,Available,19.0,0,19.0,0.0,11,1.8333333333333333,10.363636363636363,75.0,52.5,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,4.0,19.0,1.0,105.0,White,Japan - JP,2 - Year International Limited Warranty,White,Plastic,Resin,Fold-Over,White,Quartz,50m - 160ft - 5atm,100.0,37.0,Ladies,150.0,Stella
ES5153,796483561373,2022H1,37MM,Available,9.0,0,9.0,0.0,11,1.8333333333333333,4.909090909090909,75.0,52.5,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,4.0,9.0,1.0,105.0,Pink,Japan - JP,2 - Year International Limited Warranty,Pink,Plastic,Resin,Fold-Over,Pink,Quartz,50m - 160ft - 5atm,100.0,37.0,Ladies,150.0,Stella
ES5156,796483568075,2022H1,35MM,Available,24.0,0,24.0,0.0,16,2.6666666666666665,9.0,75.0,52.5,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,11.0,24.0,2.75,105.0,Two-tone,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,100.0,35.0,Ladies,150.0,Carlie
ES5157,796483561151,2022H1,35MM,Available,13.0,0,13.0,0.0,7,1.1666666666666667,11.142857142857142,75.0,52.5,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,7.0,13.0,1.75,105.0,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Green,Quartz,50m - 160ft - 5atm,100.0,35.0,Ladies,150.0,Carlie
ES5158,796483561168,2022H1,35MM,Available,11.0,0,11.0,5.0,19,3.1666666666666665,5.052631578947369,75.0,52.5,262.5,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,13.0,11.0,3.25,105.0,Rose gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,100.0,35.0,Ladies,150.0,Carlie
ES5159,796483561144,2022H1,35MM,Delivery more than 6 weeks,11.0,10,21.0,0.0,29,4.833333333333333,4.344827586206897,75.0,52.5,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,7.0,22.0,11.0,5.5,105.0,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,100.0,35.0,Ladies,150.0,Carlie
ES5164,796483568150,2022H1,36MM,Available,19.0,0,19.0,0.0,11,1.8333333333333333,10.363636363636363,80.0,56.0,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,9.0,19.0,2.25,112.0,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,White,Quartz,30m - 100ft - 3atm,100.0,36.0,Ladies,160.0,Jacqueline
ES5165,796483568167,2022H1,36MM,Available,23.0,0,23.0,0.0,7,1.1666666666666667,19.71428571428571,80.0,56.0,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,23.0,0.5,112.0,Rose gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Rose Gold,Quartz,30m - 100ft - 3atm,100.0,36.0,Ladies,160.0,Jacqueline
ES5166,796483568174,2022H1,36MM,Delivery more than 6 weeks,20.0,0,20.0,0.0,15,2.5,8.0,80.0,56.0,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,13.0,20.0,3.25,112.0,Two-tone,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,White,Quartz,30m - 100ft - 3atm,100.0,36.0,Ladies,160.0,Jacqueline
ES5167,796483568181,2022H1,36MM,Available,20.0,0,20.0,0.0,10,1.6666666666666667,12.0,80.0,56.0,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,4.0,20.0,1.0,112.0,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,White,Quartz,30m - 100ft - 3atm,100.0,36.0,Ladies,160.0,Jacqueline
ES5168,796483568198,2022H1,36MM,Available,20.0,0,20.0,0.0,0,0.0,0.0,70.0,49.0,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,98.0,Gold,Japan - JP,2 - Year International Limited Warranty,Green,Leather,Stainless Steel,Buckle,White,Quartz,30m - 100ft - 3atm,100.0,36.0,Ladies,140.0,Jacqueline
ES5173,796483561403,2022H1,32MM,Available,19.0,0,19.0,0.0,11,1.8333333333333333,10.363636363636363,75.0,52.5,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,5.0,19.0,1.25,105.0,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,Pink,Quartz,50m - 160ft - 5atm,100.0,32.0,Ladies,150.0,Scarlette
ES5176SET,796483561199,2022H1,30MM,Available,40.0,0,40.0,0.0,0,0.0,0.0,130.0,91.0,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,182.0,Rose gold,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,White,Quartz,30m - 100ft - 3atm,100.0,30.0,Ladies,260.0,The andy and addison set
ES5184,796483570382,2022H2,32MM,Available,30.0,20,50.0,0.0,0,0.0,0.0,60.0,42.0,0.0,2022H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,84.0,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Silver,Quartz,50m - 160ft - 5atm,100.0,32.0,Ladies,120.0,Scarlette
ES5187,796483570344,2022H2,35MM,Available,0.0,20,20.0,0.0,0,0.0,0.0,60.0,42.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,Multicolor,Japan - JP,2 - Year International Limited Warranty,White,Leather,Stainless Steel,Fold-Over,Multicolor,Quartz,50m - 160ft - 5atm,100.0,35.0,Ladies,120.0,Carlie
ES5188,796483570351,2022H2,35MM,Limited availability,0.0,15,15.0,0.0,0,0.0,0.0,60.0,42.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,Multicolor,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,Fold-Over,Multicolor,Quartz,50m - 160ft - 5atm,100.0,35.0,Ladies,120.0,Carlie
ES5189,796483570313,2022H2,28MM,Available,0.0,20,20.0,0.0,0,0.0,0.0,80.0,56.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,Pink,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Pink,Quartz,50m - 160ft - 5atm,100.0,28.0,Ladies,160.0,Carlie
ES5190,796483570320,2022H2,28MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,80.0,56.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,Blue,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Blue,Quartz,50m - 160ft - 5atm,100.0,28.0,Ladies,160.0,Carlie
ES5191,796483570368,2022H2,37MM,Available,0.0,20,20.0,0.0,0,0.0,0.0,85.0,59.49999999999999,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.99999999999999,Multicolor,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Multicolor,Quartz,50m - 160ft - 5atm,100.0,37.0,Ladies,170.0,Stella
ES5192,796483570375,2022H2,37MM,Delivery more than 6 weeks,30.0,30,60.0,0.0,0,0.0,0.0,85.0,59.49999999999999,0.0,2022H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,118.99999999999999,Rose gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Multicolor,Quartz,50m - 160ft - 5atm,100.0,37.0,Ladies,170.0,Stella
ES5193,796483573154,2022H2,37MM,Available,0.0,10,10.0,0.0,0,0.0,0.0,75.0,52.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Plastic,Resin,Fold-Over,Blue,Quartz,50m - 160ft - 5atm,100.0,37.0,Ladies,150.0,Stella
ES5197,796483573116,2022H2,32MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,Blue,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Blue,Quartz,50m - 160ft - 5atm,100.0,32.0,Ladies,140.0,Scarlette
ES5198,796483573130,2022H2,32MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,100.0,32.0,Ladies,140.0,Scarlette
ES5199,796483573147,2022H2,32MM,Delivery more than 6 weeks,0.0,40,40.0,0.0,0,0.0,0.0,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,Silver,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,100.0,32.0,Ladies,140.0,Scarlette
ES5200,796483573123,2022H2,32MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,Silver,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,100.0,32.0,Ladies,140.0,Scarlette
ES5201,796483573185,2022H2,28MM,Available,0.0,30,30.0,0.0,0,0.0,0.0,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Deployment,Silver,Quartz,50m - 160ft - 5atm,100.0,28.0,Ladies,140.0,Carlie
ES5202,796483573178,2022H2,28MM,Delivery within 6 weeks,0.0,30,30.0,0.0,0,0.0,0.0,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,Silver,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Deployment,Silver,Quartz,50m - 160ft - 5atm,100.0,28.0,Ladies,140.0,Carlie
ES5203,796483573161,2022H2,28MM,Available,0.0,40,40.0,0.0,0,0.0,0.0,70.0,49.0,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,Silver,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Deployment,Silver,Quartz,50m - 160ft - 5atm,100.0,28.0,Ladies,140.0,Carlie
ES5204,796483569003,2022H1,40MM,Available,8.0,0,8.0,0.0,2,0.3333333333333333,24.0,70.0,49.0,0.0,2022H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,0.5,98.0,Black,Japan - JP,2 - Year International Limited Warranty,Multicolor,Plastic,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,40.0,Ladies,140.0,The minimalist
ES5205,796483573192,2022H2,28MM,Available,0.0,20,20.0,0.0,0,0.0,0.0,65.0,45.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,100.0,28.0,Ladies,130.0,Carlie
FS4487IE,796483423152,B,45MM,Available,42.0,0,42.0,0.0,48,8.0,5.25,80.0,56.0,0.0,2019H4,0.0,0.0,0.0,0.0,0.0,43.0,36.0,8.0,4.0,9.0,4.0,3.0,25.0,42.0,6.25,112.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Silicone,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0,45.0,Mens,160.0,Machine
FS4552,691464571498,B,45MM,Delivery within 6 weeks,20.0,30,50.0,0.0,0,0.0,0.0,90.0,62.99999999999999,0.0,No status reported,71.0,144.0,137.0,303.0,164.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,125.99999999999999,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,45.0,Mens,180.0,Machine
FS4656,691464760861,B,42MM,Delivery within 6 weeks,0.0,0,0.0,60.0,90,15.0,4.0,80.0,56.0,3360.0,No status reported,69.0,125.0,355.0,476.0,138.0,34.0,20.0,10.0,31.0,29.0,0.0,0.0,70.0,0.0,17.5,112.0,Brown,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Brown,Quartz,50m - 160ft - 5atm,10000.0,42.0,Mens,160.0,Machine
FS4682IE,796483423114,B,42MM,Available,39.0,20,59.0,0.0,52,8.666666666666666,6.807692307692308,90.0,62.99999999999999,0.0,2020H2,0.0,0.0,0.0,0.0,0.0,2.0,110.0,4.0,6.0,8.0,2.0,3.0,20.0,39.0,5.0,125.99999999999999,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0,42.0,Mens,180.0,Machine
FS4735,691464920807,B,44MM,Available,13.0,0,13.0,0.0,17,2.8333333333333335,4.588235294117647,70.0,49.0,0.0,No status reported,25.0,123.0,286.0,62.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,6.0,11.0,13.0,2.75,98.0,Silver,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Cream,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,140.0,Grant
FS4736,691464920814,B,44MM,Available,0.0,0,0.0,30.0,40,6.666666666666667,4.5,80.0,56.0,1680.0,DISCD,71.0,118.0,51.0,0.0,0.0,0.0,5.0,12.0,8.0,12.0,1.0,2.0,33.0,0.0,8.25,112.0,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,160.0,Grant
FS4774IE,796483492974,B,42MM,Available,29.0,0,29.0,0.0,43,7.166666666666667,4.046511627906977,75.0,52.5,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,1.0,10.0,1.0,4.0,18.0,29.0,4.5,105.0,Smoke,Japan - JP,2 - Year International Limited Warranty,Grey,Stainless Steel,Stainless Steel,Fold-Over,Black,No movement type reported,50m - 160ft - 5atm,100.0,42.0,Mens,150.0,Machine
FS4775IE,796483492981,B,42MM,Available,45.0,0,45.0,0.0,65,10.833333333333334,4.153846153846153,75.0,52.5,0.0,2021H4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.0,6.0,1.0,2.0,16.0,45.0,4.0,105.0,Black,Japan - JP,2 - Year International Limited Warranty,Black,Stainless Steel,Stainless Steel,Deployment,Black,Quartz,50m - 160ft - 5atm,100.0,42.0,Mens,150.0,Machine
FS4795IE,796483523609,A,45MM,Available,76.0,0,76.0,0.0,57,9.5,8.0,90.0,62.99999999999999,0.0,No status reported,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,14.0,7.0,3.0,21.0,76.0,5.25,125.99999999999999,Two-tone,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,613,Silver,Quartz,50m - 160ft - 5atm,10000.0,45.0,Mens,180.0,Dean
FS4812,796483008182,B,44MM,Available,19.0,0,19.0,0.0,21,3.5,5.428571428571429,70.0,49.0,0.0,DISCD,38.0,105.0,85.0,0.0,0.0,0.0,1.0,5.0,3.0,10.0,0.0,2.0,18.0,19.0,4.5,98.0,Silver,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,140.0,Grant
FS4813,796483007390,B,44MM,Available,0.0,0,0.0,30.0,0,0.0,0.0,70.0,49.0,1470.0,No status reported,25.0,98.0,135.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,100.0,44.0,Mens,140.0,Grant
FS4835,796483033290,B,44MM,Available,34.0,0,34.0,40.0,87,14.5,5.103448275862069,80.0,56.0,2240.0,No status reported,0.0,0.0,0.0,1.0,0.0,0.0,12.0,18.0,5.0,18.0,4.0,8.0,45.0,34.0,11.25,112.0,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,Buckle,Blue,Quartz,50m - 160ft - 5atm,10000.0,44.0,Mens,160.0,Grant
